depcom,ze10,canton_ville,dep,categorie_com,pop,pophom,popfem,actemp_hom,actemp_fem,chom_hom,chom_fem,ret,ele,foy_hom,foy_fem,ina,autre,part_ele,part_ret,academie,libgeo,partchfem
01001,8213,0110,01,120,784,398,386,172,157,18,12,185,47,NA,12,181,NA,5.9948979592,23596938776,L,Abergement-Clémenciat (L') (01001),0
01002,8201,0101,01,112,221,117,104,52,50,6,3,53,8,1,7,43,NA,3.6199095023,23981900452,L,Abergement-de-Varey (L') (01002),0
01004,8201,0101,01,112,13835,6741,7094,3243,2619,347,416,2717,905,7,461,3120,NA,6.5413805566,19638597759,L,Ambérieu-en-Bugey (01004),1.6
01005,8213,0130,01,112,1616,816,800,435,361,18,33,287,110,3,36,333,NA,6.8069306931,1775990099,L,Ambérieux-en-Dombes (01005),0.1
01006,8216,0104,01,300,116,60,56,31,25,1,1,32,7,NA,2,17,NA,6.0344827586,27586206897,L,Ambléon (01006),0
01007,8201,0101,01,112,2362,1169,1193,575,490,50,43,477,142,2,76,507,NA,6.0118543607,20194750212,L,Ambronay (01007),0.2
01008,8201,0117,01,112,729,376,353,207,169,8,16,112,44,NA,26,148,NA,6.0356652949,1536351166,L,Ambutrix (01008),0.1
01009,8216,0104,01,212,340,166,174,76,68,4,8,100,20,NA,3,62,NA,5.8823529412,29411764706,L,Andert-et-Condon (01009),0
01010,8219,0131,01,300,994,497,497,226,178,20,35,207,53,NA,20,254,NA,5.3319919517,20824949698,L,Anglefort (01010),0.1
01011,8203,0122,01,112,363,184,179,92,75,8,11,73,19,NA,NA,84,NA,5.2341597796,20110192837,L,Apremont (01011),0
01012,8203,0115,01,300,302,151,151,66,69,3,6,85,7,1,6,59,NA,2.3178807947,28145695364,L,Aranc (01012),0
01013,8201,0128,01,112,163,80,83,32,30,2,5,48,11,NA,NA,36,NA,6.7484662577,29447852761,L,Arandas (01013),0
01014,8203,0123,01,111,3476,1780,1696,791,640,101,108,715,250,NA,100,771,NA,7.1921749137,20569620253,L,Arbent (01014),0.4
01015,8216,0104,01,212,480,236,244,110,96,3,13,140,18,NA,11,88,NA,3.75,29166666667,L,Arbignieu (01015),0.1
01016,0053,0126,01,120,399,207,192,98,75,8,7,95,16,NA,9,91,NA,4.0100250627,2380952381,L,Arbigny (01016),0
01017,8201,0128,01,112,421,206,215,91,76,8,17,119,19,1,12,78,NA,4.513064133,28266033254,L,Argis (01017),0.1
01019,8203,0136,01,120,20,13,7,5,3,NA,NA,9,NA,NA,NA,3,NA,NA,45,L,Armix (01019),NA
01021,8213,0142,01,112,1367,674,693,341,308,9,9,208,138,NA,28,327,NA,10.095098756,15215801024,L,Ars-sur-Formans (01021),0
01022,8216,0109,01,300,1126,552,574,242,224,26,24,303,54,NA,26,227,NA,4.7957371226,26909413854,L,Artemare (01022),0.1
01023,0053,0102,01,112,73,39,34,19,16,1,2,12,3,NA,2,18,NA,4.1095890411,16438356164,L,Asnières-sur-Saône (01023),0
01024,8202,0121,01,112,2936,1479,1457,724,676,43,61,499,198,2,29,702,NA,6.7438692098,16995912807,L,Attignat (01024),0.2
01025,0053,0102,01,112,3040,1560,1480,815,685,40,52,467,201,1,65,714,NA,6.6118421053,15361842105,L,Bâgé-la-Ville (01025),0.2
01026,0053,0102,01,112,796,372,424,176,170,NA,NA,243,48,2,20,137,NA,6.0301507538,30527638191,L,Bâgé-le-Châtel (01026),NA
01027,8214,0120,01,112,2348,1530,818,1163,429,17,33,228,100,2,31,346,NA,4.2589437819,97103918228,L,Balan (01027),0.1
01028,8213,0130,01,112,572,276,296,144,128,7,14,96,37,1,7,138,NA,6.4685314685,16783216783,L,Baneins (01028),0.1
01029,8202,0111,01,112,624,311,313,141,111,8,11,121,26,NA,11,195,NA,4.1666666667,19391025641,L,Beaupont (01029),0
01030,8213,0134,01,111,870,422,448,196,184,14,36,139,57,7,33,203,NA,6.5517241379,15977011494,L,Beauregard (01030),0.1
01031,8203,0141,01,111,3537,1757,1780,804,671,107,147,655,277,5,90,781,NA,7.8314956178,18518518519,L,Bellignat (01031),0.6
01032,8214,0120,01,112,2905,1462,1443,786,634,32,70,368,195,3,96,721,NA,6.7125645439,12667814114,L,Béligneux (01032),0.3
01033,8219,0103,01,221,11790,5747,6043,2465,2041,538,466,2603,550,10,527,2589,NA,4.6649703138,22078032231,L,Bellegarde-sur-Valserine (01033),1.8
01034,8216,0104,01,211,8755,4169,4586,1813,1577,247,261,2184,550,7,265,1851,NA,6.2821245003,24945745288,L,Belley (01034),1
01035,8203,0123,01,112,321,169,152,92,80,4,5,58,14,NA,3,65,NA,4.3613707165,18068535826,L,Belleydoux (01035),0
01036,8216,0109,01,300,514,271,243,121,110,7,13,118,20,2,8,115,NA,3.8910505837,22957198444,L,Belmont-Luthézieu (01036),0.1
01037,8201,0118,01,112,275,151,124,65,50,1,6,67,14,1,5,67,NA,5.0909090909,24363636364,L,Bénonces (01037),0
01038,8202,0111,01,112,724,367,357,182,168,7,8,159,40,NA,7,153,NA,5.5248618785,21961325967,L,Bény (01038),0
01039,8216,0109,01,300,373,187,187,102,72,5,7,84,28,NA,20,54,NA,7.5067024129,22520107239,L,Béon (01039),0
01040,8202,0121,01,112,445,225,220,115,104,7,8,71,27,NA,4,109,NA,6.0674157303,1595505618,L,Béréziat (01040),0
01041,8201,0101,01,112,724,358,366,179,162,5,13,155,48,1,23,137,NA,6.6298342541,21408839779,L,Bettant (01041),0.1
01042,0053,0127,01,112,245,130,115,60,51,4,7,57,18,NA,2,48,NA,7.3469387755,23265306122,L,Bey (01042),0
01043,8214,0140,01,111,4475,2227,2248,1071,954,67,58,879,361,4,113,969,NA,8.0670391061,19642458101,L,Beynost (01043),0.2
01044,8219,0103,01,300,484,239,245,126,111,4,5,77,30,NA,21,109,NA,6.1983471074,15909090909,L,Billiat (01044),0
01045,8214,0135,01,112,236,121,115,63,53,NA,1,39,15,NA,1,64,NA,6.3559322034,16525423729,L,Birieux (01045),0
01046,0053,0110,01,120,797,392,405,207,187,17,14,139,41,NA,12,180,NA,5.1442910916,17440401506,L,Biziat (01046),0.1
01047,8201,0117,01,112,886,462,424,234,197,9,16,118,70,1,8,233,NA,7.9006772009,13318284424,L,Blyes (01047),0.1
01049,8214,0120,01,111,2928,1466,1462,699,616,49,51,545,230,NA,68,670,NA,7.8551912568,18613387978,L,Boisse (La) (01049),0.2
01050,0053,0126,01,112,288,151,137,68,55,5,3,65,15,1,NA,76,NA,5.2083333333,22569444444,L,Boissey (01050),0
01051,8203,0116,01,120,94,49,45,26,21,1,3,27,6,NA,1,9,NA,6.3829787234,28723404255,L,Bolozon (01051),0
01052,8214,0135,01,112,309,154,155,74,61,4,4,82,25,NA,3,57,NA,8.0906148867,26537216828,L,Bouligneux (01052),0
01053,8202,0199,01,111,40088,18919,21169,8009,7608,1274,1219,9586,3326,19,1160,7887,NA,8.2967471563,23912392736,L,Bourg-en-Bresse (01053),4.8
01054,8201,0119,01,112,1173,574,599,302,279,9,13,175,85,NA,25,287,NA,7.2463768116,14919011083,L,Bourg-Saint-Christophe (01054),0.1
01056,8201,0124,01,112,321,170,151,75,58,4,12,83,9,NA,4,74,NA,2.8037383178,25856697819,L,Boyeux-Saint-Jérôme (01056),0
01057,0053,0126,01,112,496,256,240,115,104,14,7,90,30,NA,7,129,NA,6.0483870968,1814516129,L,Boz (01057),0
01058,8209,0104,01,120,832,425,407,181,154,19,17,158,46,4,23,230,NA,5.5288461538,18990384615,L,Brégnier-Cordon (01058),0.1
01059,8216,0109,01,400,92,45,47,25,17,1,1,28,8,NA,1,11,NA,8.6956521739,30434782609,L,Brénaz (01059),0
01060,8203,0106,01,300,544,261,283,122,114,2,7,152,23,NA,8,115,NA,4.2279411765,27941176471,L,Brénod (01060),0
01061,8216,0104,01,211,1158,593,565,288,244,22,22,200,55,NA,29,298,NA,4.7495682211,17271157168,L,Brens (01061),0.1
01062,8214,0120,01,112,709,376,333,177,163,8,2,128,58,2,14,157,NA,8.1805359661,18053596615,L,Bressolles (01062),0
01063,8203,0122,01,221,517,250,267,135,111,7,10,126,21,NA,6,102,NA,4.0618955513,24371373308,L,Brion (01063),0
01064,8201,0118,01,112,893,451,442,222,190,17,29,133,51,NA,22,229,NA,5.7110862262,14893617021,L,Briord (01064),0.1
01065,8202,0143,01,112,1669,827,842,397,381,26,15,354,130,NA,32,334,NA,7.7890952666,21210305572,L,Buellas (01065),0.1
01066,8201,0136,01,120,72,37,35,16,6,NA,NA,20,4,NA,4,22,NA,5.5555555556,27777777778,L,Burbanche (La) (01066),NA
01067,8203,0116,01,300,265,131,134,66,63,NA,NA,42,17,NA,6,71,NA,6.4150943396,15849056604,L,Ceignes (01067),NA
01068,8201,0124,01,120,741,351,390,174,138,15,24,190,26,NA,19,155,NA,3.5087719298,25641025641,L,Cerdon (01068),0.1
01069,8202,0125,01,112,1445,728,717,405,356,7,29,191,109,1,15,333,NA,7.5432525952,1321799308,L,Certines (01069),0.1
01071,8219,0114,01,112,3992,1969,2023,1088,980,78,82,358,290,4,137,976,NA,7.2645290581,89679358717,L,Cessy (01071),0.3
01072,8202,0107,01,112,2738,1330,1408,656,622,25,33,641,179,1,51,530,NA,6.5376186998,23411249087,L,Ceyzériat (01072),0.1
01073,8216,0136,01,300,929,463,466,224,199,11,16,233,44,NA,26,177,NA,4.7362755651,2508073197,L,Ceyzérieu (01073),0.1
01074,8214,0108,01,112,2322,1133,1189,567,494,29,54,466,132,2,31,546,NA,5.684754522,20068906115,L,Chalamont (01074),0.2
01075,8213,0130,01,112,1165,588,577,324,283,20,22,153,85,NA,21,257,NA,7.2961373391,1313304721,L,Chaleins (01075),0.1
01076,8201,0128,01,120,127,61,66,22,20,5,3,43,5,1,4,25,NA,3.937007874,33858267717,L,Chaley (01076),0
01077,8201,0124,01,300,179,89,90,42,35,5,4,48,7,NA,4,34,NA,3.9106145251,26815642458,L,Challes-la-Montagne (01077),0
01078,8219,0112,01,112,1225,584,641,314,270,24,20,220,67,1,62,247,NA,5.4693877551,17959183673,L,Challex (01078),0.1
01079,8216,0109,01,400,765,364,401,156,123,NA,NA,283,34,NA,10,160,NA,4.4444444444,36993464052,L,Champagne-en-Valromey (01079),NA
01080,8203,0106,01,222,464,237,227,109,110,9,8,98,14,2,6,110,NA,3.0172413793,21120689655,L,Champdor (01080),0
01081,8219,0103,01,400,677,348,329,179,146,14,16,96,50,NA,23,152,NA,7.3855243722,14180206795,L,Champfromier (01081),0.1
01082,8219,0131,01,300,617,286,331,110,127,10,10,98,113,2,6,140,NA,18.314424635,15883306321,L,Chanay (01082),0
01083,8213,0130,01,112,820,414,406,228,184,11,15,115,53,NA,13,200,NA,6.4634146341,14024390244,L,Chaneins (01083),0.1
01084,8202,0110,01,120,706,351,355,178,157,16,12,118,30,NA,13,182,NA,4.2492917847,1671388102,L,Chanoz-Châtenay (01084),0
01085,8213,0135,01,112,341,166,175,88,85,8,7,62,11,NA,6,75,NA,3.2258064516,18181818182,L,Chapelle-du-Châtelard (La) (01085),0
01087,8203,0122,01,300,294,160,134,72,56,6,6,72,17,NA,4,61,NA,5.7823129252,24489795918,L,Charix (01087),0
01088,8201,0119,01,112,911,465,446,245,224,7,7,82,80,NA,21,246,NA,8.7815587267,90010976948,L,Charnoz-sur-Ain (01088),0
01089,8201,0101,01,112,1818,889,929,469,424,20,39,297,121,2,57,389,NA,6.6556655666,16336633663,L,Château-Gaillard (01089),0.2
01090,8214,0108,01,112,352,174,178,90,75,NA,NA,68,22,NA,14,84,NA,6.25,19318181818,L,Châtenay (01090),NA
01091,8219,0103,01,300,3120,1583,1537,799,694,59,70,515,224,NA,89,672,NA,7.1794871795,16506410256,L,Châtillon-en-Michaille (01091),0.3
01092,8201,0108,01,112,1562,779,783,378,348,19,32,281,106,1,24,373,NA,6.7861715749,17989756722,L,Châtillon-la-Palud (01092),0.1
